model_name,storage_cost_bytes,prompt_len_theta,retrieval_cost_ms,original_sentence,reconstructed_sentence,is_perfect,semantic_similarity,is_semantically_equivalent
gpt2-medium_pruned_20,1419398987,5,2015.0389671325684,"The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents , preying on zooplankton . This stage involves three moults and lasts for 15 – 35 days . After the third moult , the juvenile takes on a form closer to the adult , and adopts a benthic lifestyle . The juveniles are rarely seen in the wild , and are poorly known , although they are known to be capable of digging extensive burrows . It is estimated that only 1 larva in every 20 @,@ 000 survives to the benthic phase . When they reach a carapace length of 15 mm ( 0 @.@ 59 in ) , the juveniles leave their burrows and start their adult lives .","The eggs hatch at night and the young are covered in white , brown , or black . The young are covered in a white , brown , or black layer of skin . The young are covered in a white , brown , or black layer of skin . The young are covered in a white , brown , or black layer of skin . The young are covered in a white , brown , or black layer of skin . The young are covered in a white , brown , or black layer of skin . The young are covered in a white , brown , or black layer of skin . The young are covered in a white , brown , or black layer of skin . The young are covered in a white , brown , or black layer of skin . The young are covered in a white , brown , or black layer",False,0.3782958686351776,False
gpt2-medium_pruned_20,1419398987,10,1969.0585136413574,"The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents , preying on zooplankton . This stage involves three moults and lasts for 15 – 35 days . After the third moult , the juvenile takes on a form closer to the adult , and adopts a benthic lifestyle . The juveniles are rarely seen in the wild , and are poorly known , although they are known to be capable of digging extensive burrows . It is estimated that only 1 larva in every 20 @,@ 000 survives to the benthic phase . When they reach a carapace length of 15 mm ( 0 @.@ 59 in ) , the juveniles leave their burrows and start their adult lives .","The eggs hatch at night , and the larvae swim to the surface of the water to feed . The larvae feed on the algae and other invertebrates that are present in the water . The larvae feed on the algae and other invertebrates that are present in the water . The larvae feed on the algae and other invertebrates that are present in the water . The larvae feed on the algae and other invertebrates that are present in the water . The larvae feed on the algae and other invertebrates that are present in the water . The larvae feed on the algae and other invertebrates that are present in the water . The larvae feed on the algae and other invertebrates that are present in the water . The larvae feed on the algae and other invertebrates that are present",False,0.4420762360095978,False
gpt2-medium_pruned_20,1419398987,20,1821.9900131225586,"The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents , preying on zooplankton . This stage involves three moults and lasts for 15 – 35 days . After the third moult , the juvenile takes on a form closer to the adult , and adopts a benthic lifestyle . The juveniles are rarely seen in the wild , and are poorly known , although they are known to be capable of digging extensive burrows . It is estimated that only 1 larva in every 20 @,@ 000 survives to the benthic phase . When they reach a carapace length of 15 mm ( 0 @.@ 59 in ) , the juveniles leave their burrows and start their adult lives .","The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents . The larvae feed on the algae and other organic matter in the water , and the larvae feed on the algae and other organic matter in the water . The larvae feed on the algae and other organic matter in the water , and the larvae feed on the algae and other organic matter in the water . The larvae feed on the algae and other organic matter in the water , and the larvae feed on the algae and other organic matter in the water . The larvae feed on the algae and other organic matter in the water , and the larvae feed on the algae and other organic matter in the water . The larvae feed on the algae and other organic matter in the water , and the larvae feed on the algae",False,0.41291528940200806,False
gpt2-medium_pruned_20,1419398987,40,1564.2328262329102,"The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents , preying on zooplankton . This stage involves three moults and lasts for 15 – 35 days . After the third moult , the juvenile takes on a form closer to the adult , and adopts a benthic lifestyle . The juveniles are rarely seen in the wild , and are poorly known , although they are known to be capable of digging extensive burrows . It is estimated that only 1 larva in every 20 @,@ 000 survives to the benthic phase . When they reach a carapace length of 15 mm ( 0 @.@ 59 in ) , the juveniles leave their burrows and start their adult lives .","The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents , preying on zooplankton . This stage involves three moults and lasts for about two weeks . The larvae are fed on the zooplankton , and the adults feed on the sea grasses and other invertebrates . The larvae are fed on the sea grasses , and the adults are fed on the sea grasses . The larvae are fed on the sea grasses , and the adults are fed on the sea grasses . The larvae are fed on the sea grasses , and the adults are fed on the sea grasses . The larvae are fed on the sea grasses , and the adults are fed on the sea grasses . The larvae are",False,0.78924161195755,False
gpt2-medium_pruned_20,1419398987,100,773.4122276306152,"The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents , preying on zooplankton . This stage involves three moults and lasts for 15 – 35 days . After the third moult , the juvenile takes on a form closer to the adult , and adopts a benthic lifestyle . The juveniles are rarely seen in the wild , and are poorly known , although they are known to be capable of digging extensive burrows . It is estimated that only 1 larva in every 20 @,@ 000 survives to the benthic phase . When they reach a carapace length of 15 mm ( 0 @.@ 59 in ) , the juveniles leave their burrows and start their adult lives .","The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents , preying on zooplankton . This stage involves three moults and lasts for 15 – 35 days . After the third moult , the juvenile takes on a form closer to the adult , and adopts a benthic lifestyle . The juveniles are rarely seen in the wild , and are poorly known , although they are known to be capable of digging extensive burrows . It is thought that the larvae are capable of feeding on a variety of invertebrates , including the larvae of the common starling , the common starling , the common starling , the common starling , the common starling , the common starling , the common starling , the common star",False,0.8530967831611633,False
gpt2-medium_pruned_20,1419398987,5,0.0,= = Distribution = =,= = Distribution = =,True,1.0000001192092896,True
gpt2-medium_pruned_20,1419398987,10,0.0,= = Distribution = =,= = Distribution = =,True,1.0000001192092896,True
gpt2-medium_pruned_20,1419398987,20,0.0,= = Distribution = =,= = Distribution = =,True,1.0000001192092896,True
gpt2-medium_pruned_20,1419398987,40,0.0,= = Distribution = =,= = Distribution = =,True,1.0000001192092896,True
gpt2-medium_pruned_20,1419398987,100,0.0,= = Distribution = =,= = Distribution = =,True,1.0000001192092896,True
gpt2-medium_pruned_20,1419398987,5,1260.9963417053223,"Homarus gammarus is found across the north @-@ eastern Atlantic Ocean from northern Norway to the Azores and Morocco , not including the Baltic Sea . It is also present in most of the Mediterranean Sea , only missing from the section east of Crete , and along only the north @-@ west coast of the Black Sea . The northernmost populations are found in the Norwegian fjords Tysfjorden and Nordfolda , inside the Arctic Circle .","Homarus gammarus is a species of fungus that grows in the soil of the Mediterranean region . It is a member of the genus Gammarus , and is found in the Mediterranean region . It is a member of the genus Gammarus , and is found in the Mediterranean region . 
 
 
 
 
  
  
  
   
   
    
           ",False,0.6474385857582092,False
gpt2-medium_pruned_20,1419398987,10,1194.338083267212,"Homarus gammarus is found across the north @-@ eastern Atlantic Ocean from northern Norway to the Azores and Morocco , not including the Baltic Sea . It is also present in most of the Mediterranean Sea , only missing from the section east of Crete , and along only the north @-@ west coast of the Black Sea . The northernmost populations are found in the Norwegian fjords Tysfjorden and Nordfolda , inside the Arctic Circle .","Homarus gammarus is found across the north @-@ eastern United States , from the Rocky Mountains to the Gulf of Mexico . It is found in the eastern United States , from the Great Plains to the Gulf of Mexico . It is found in the western United States , from the Great Plains to the Gulf of Mexico . It is found in the western United States , from the Great Plains to the Gulf of Mexico . 
 
 
 
 
 
 
 
 ",False,0.760786771774292,False
gpt2-medium_pruned_20,1419398987,20,1060.4631900787354,"Homarus gammarus is found across the north @-@ eastern Atlantic Ocean from northern Norway to the Azores and Morocco , not including the Baltic Sea . It is also present in most of the Mediterranean Sea , only missing from the section east of Crete , and along only the north @-@ west coast of the Black Sea . The northernmost populations are found in the Norwegian fjords Tysfjorden and Nordfolda , inside the Arctic Circle .","Homarus gammarus is found across the north @-@ eastern Atlantic Ocean from northern Norway to the southern tip of Africa . It is a species of the genus Gammarus , and is found in the waters of the Atlantic Ocean , the Gulf of Mexico , and the Caribbean Sea . It is a member of the genus Gammarus , and is found in the waters of the Atlantic Ocean , the Gulf of Mexico , and the Caribbean Sea . 
 
 
 
 
 ",False,0.8807805180549622,False
